book_id_mapping;user_id_mapping
0;19764.0
0;19328.0
0;52715.0
0;6943.0
0;15416.0
0;38275.0
0;7439.0
0;37149.0
0;43783.0
0;62193.0
0;45949.0
0;40218.0
0;2474.0
0;15699.0
0;11988.0
0;11655.0
0;41523.0
0;48124.0
0;2990.0
0;12726.0
0;14681.0
0;61330.0
0;73386.0
0;30349.0
0;69943.0
0;2871.0
0;9394.0
0;57383.0
0;55154.0
0;34280.0
0;15809.0
0;78132.0
0;15485.0
0;68541.0
0;18597.0
0;1348.0
0;9785.0
0;56830.0
0;54280.0
0;47222.0
0;37921.0
0;34744.0
0;37011.0
0;39188.0
0;35221.0
0;28540.0
0;47304.0
0;4482.0
0;70149.0
0;2793.0
0;8463.0
0;72101.0
0;31048.0
0;49857.0
0;21688.0
0;15343.0
0;21149.0
0;35692.0
0;55698.0
0;38274.0
0;48938.0
0;58245.0
0;45767.0
0;54130.0
0;50411.0
0;17821.0
0;9112.0
0;64836.0
0;21327.0
0;32747.0
0;48547.0
0;25358.0
0;42038.0
0;70330.0
0;18154.0
0;71836.0
0;1632.0
0;31852.0
0;69394.0
0;44168.0
0;17808.0
0;64610.0
0;45720.0
0;13893.0
0;15530.0
0;31032.0
0;1802.0
0;2574.0
0;17.0
0;680.0
0;53507.0
0;42439.0
0;69207.0
0;32406.0
0;58768.0
0;43761.0
0;35473.0
0;50008.0
0;70063.0
0;20493.0
0;3063.0
0;54132.0
0;31456.0
0;58187.0
0;4345.0
0;24836.0
0;20714.0
0;51135.0
0;3920.0
0;66895.0
0;28646.0
0;5634.0
0;24272.0
0;68336.0
0;59801.0
0;1805.0
0;34059.0
0;8646.0
0;77229.0
0;5541.0
0;43036.0
0;7975.0
0;3130.0
0;22256.0
0;15488.0
0;28826.0
0;46860.0
0;17387.0
0;26365.0
0;47842.0
0;14812.0
0;27792.0
0;70523.0
0;46783.0
0;20021.0
0;78438.0
0;13767.0
0;36787.0
0;20538.0
0;62817.0
0;62476.0
0;26866.0
0;53609.0
0;25212.0
0;19755.0
0;45275.0
0;63343.0
0;1715.0
0;39893.0
0;104.0
0;18518.0
0;9571.0
0;10470.0
0;45269.0
0;8767.0
0;26566.0
0;17678.0
0;3035.0
0;10742.0
0;33081.0
0;40257.0
0;13087.0
0;18748.0
0;5664.0
0;73732.0
0;61821.0
0;48995.0
0;9630.0
0;29730.0
0;52982.0
0;32561.0
0;9706.0
0;29548.0
0;55243.0
0;32939.0
0;79443.0
0;8854.0
0;3065.0
0;50777.0
0;43580.0
0;37229.0
0;74546.0
0;59748.0
0;39098.0
0;75017.0
0;3558.0
0;14293.0
0;52835.0
0;80211.0
0;47603.0
0;993.0
0;18079.0
0;60070.0
0;11064.0
0;69472.0
0;13759.0
0;26064.0
0;52949.0
0;10568.0
0;49156.0
0;8645.0
0;74149.0
0;14290.0
0;55206.0
0;7018.0
0;32667.0
0;7402.0
0;19228.0
0;9338.0
0;1058.0
0;18109.0
0;18327.0
0;8676.0
0;61227.0
0;7262.0
0;60052.0
0;41161.0
0;34856.0
0;50678.0
0;25485.0
0;14508.0
0;35088.0
0;587.0
0;23978.0
0;39057.0
0;45292.0
0;32441.0
0;4514.0
0;41842.0
0;39179.0
0;20342.0
0;27788.0
0;28321.0
0;27618.0
0;39763.0
0;21212.0
0;59686.0
0;7837.0
0;57536.0
0;43658.0
0;30700.0
0;62725.0
0;8451.0
0;56888.0
0;11625.0
0;60502.0
0;62200.0
0;55723.0
0;14507.0
0;18042.0
0;4398.0
0;19850.0
1;10522.0
1;6612.0
1;45491.0
1;39246.0
1;9491.0
1;19590.0
1;67944.0
1;13197.0
1;47969.0
1;64907.0
1;50256.0
1;35021.0
1;73816.0
1;63585.0
1;7857.0
1;18601.0
1;53480.0
1;21453.0
1;1322.0
1;1924.0
1;14048.0
1;2213.0
1;26758.0
1;42671.0
1;10050.0
1;54763.0
1;25773.0
1;57486.0
1;34674.0
1;67872.0
1;53521.0
1;20594.0
1;976.0
1;80994.0
1;31679.0
1;74035.0
1;24441.0
1;4581.0
1;72.0
1;61808.0
1;55929.0
1;38946.0
1;3243.0
1;23942.0
1;7249.0
1;32191.0
1;57567.0
1;148.0
1;60604.0
1;70798.0
1;23669.0
1;56725.0
1;14530.0
1;46269.0
1;15868.0
1;23863.0
1;11581.0
1;20452.0
1;28851.0
1;24089.0
1;14176.0
1;5774.0
1;29376.0
1;50699.0
1;15833.0
1;8978.0
1;45340.0
1;25351.0
1;51604.0
1;667.0
1;11002.0
1;1683.0
1;45342.0
1;63584.0
1;36125.0
1;49812.0
1;19184.0
1;44254.0
1;8595.0
1;59201.0
1;62373.0
1;43415.0
1;28556.0
1;26624.0
1;43050.0
1;36480.0
1;46214.0
1;34296.0
1;49102.0
1;54514.0
1;7549.0
1;62890.0
1;50219.0
1;23025.0
1;33336.0
1;65734.0
1;44555.0
1;17348.0
1;3763.0
